"Asset ID","Asset Name","Asset Type","Image","Serial Number","Company","Location","RW cycle","Status","FSA","Remarks/Purpose","Stylus ID","Warranty End","SAP Asset No","Repair History","Latitude","Longitude","Date Added","Last Activity","Group","Image URL",
"EPSON EB-2255U Projector 03","Fixed Asset","FA-Fixed Asset","NIL","X6551900016","AATC","Maintenance - A380 MR","","Ready","","","","","3200089","","","","2022-03-28 14:27:12","Available","FA/Fixed Asset","",
"EPSON EB-2255U Projector 01","Fixed Asset","FA-Fixed Asset","NIL","X6551Z00004","AATC","Maintenance - A350 MR","","Ready","","","","","3200087","","","","2022-02-10 14:38:42","Available","FA/Fixed Asset","",
"EPSON EB-2255U Projector 02","Fixed Asset","FA-Fixed Asset","NIL","X6551Z00038","AATC","Maintenance - Mgmt MR","","Ready","","","","","3200088","","","","2022-02-10 14:36:28","Available","FA/Fixed Asset","",
"OABA BESPOKE SYSTEM (DISPLAY PC)","Fixed Asset","FA/Fixed Asset","NIL","NIL","AATC","Lobby Displays","","","","","","","3200031","","","","2021-12-17 15:00:54","Available","FA/Fixed Asset","",
"EPOS T300 FOR AATC RETAIL SHOP","Fixed Asset","FA/Fixed Asset","NIL","NIL","AATC","Boutique","","","","","","","3200010","","","","2021-12-17 15:00:54","Available","FA/Fixed Asset","",
"HP Z230 Workstation","Fixed Asset","FA/Fixed Asset","NIL","NIL","AATC","M01-13","","","","","","","3200006","","","","2021-12-17 15:00:54","Available","FA/Fixed Asset","",
"MULTIFUNCTION PRINTERS CANON C5235","Fixed Asset","FA/Fixed Asset","NIL","NIL","AATC","3 Locations","","","","","","","3200002","","","","2021-12-17 15:00:54","Available","FA/Fixed Asset","",
"Ian's Workstation","Fixed Asset","FA/Fixed Asset","NIL","NIL","AATC","M01-06","","","","","","","4100026","","","","2021-12-17 15:00:54","Available","FA/Fixed Asset","",
"APC SMART-UPS 3000VA USB","Fixed Asset","FA/Fixed Asset","NIL","NIL","AATC","BMS","","","","","","","4100015","","","","2021-12-17 15:00:54","Available","FA/Fixed Asset","",
"PA SET/TRIPOD SPEAKER/MIC SET & STAND/CABLE","Fixed Asset","FA/Fixed Asset","NIL","NIL","AATC","T01-03 (Welcome Room)","","","","","","","4100013","","","","2021-12-17 15:00:54","Available","FA/Fixed Asset","",
"Dishwasher","Fixed Asset","FA/Fixed Asset","NIL","GB-H1E","AATC","Terminal","","","","","","","4100064","","","","2021-12-17 15:00:54","Available","FA/Fixed Asset","",
"Electric Combi Oven","Fixed Asset","FA/Fixed Asset","NIL","60210008","AATC","Terminal","","","","","","","4100063","","","","2021-12-17 15:00:54","Available","FA/Fixed Asset","",
"Storage Racking","Fixed Asset","FA/Fixed Asset","NIL","NIL","AATC","M01-01, 03, 05, 09","","","","","","","4100003","","","","2021-12-17 15:00:54","Available","FA/Fixed Asset","",
"Modular Workbench","Fixed Asset","FA/Fixed Asset","NIL","NIL","AATC","M01-09","","","","","","","4100001","","","","2021-12-17 15:00:54","Available","FA/Fixed Asset","",
"Modular Workbench","Fixed Asset","FA/Fixed Asset","NIL","NIL","AATC","M01-09","","","","","","","4100000","","","","2021-12-17 15:00:54","Available","FA/Fixed Asset","",
"LG 65UT640S TV","Fixed Asset","FA/Fixed Asset","NIL","NIL","AATC","Lobby Front Desk","","","","","","","4100057","","","","2021-12-17 15:00:54","Available","FA/Fixed Asset","",
"Meeting Table","Fixed Asset","FA/Fixed Asset","NIL","NIL","AATC","A350D DBR","","","","","","","4100061b","","","","2021-12-17 15:00:54","Available","FA/Fixed Asset","",
"Meeting Table","Fixed Asset","FA/Fixed Asset","NIL","NIL","AATC","T02-39 (A350D BR)","","","","","","","4100061a","","","","2021-12-17 15:00:54","Available","FA/Fixed Asset","",
"Whiteboard","Fixed Asset","FA/Fixed Asset","NIL","NIL","AATC","T02-39 (A350D BR)","","","","","","","4100058","","","","2021-12-17 15:00:54","Available","FA/Fixed Asset","",
"Shelving System","Fixed Asset","FA/Fixed Asset","NIL","NIL","AATC","M01-19","","","","","","","4100049","","","","2021-12-17 15:00:54","Available","FA/Fixed Asset","",
"Shelving System","Fixed Asset","FA/Fixed Asset","NIL","NIL","AATC","M01-17","","","","","","","4100048","","","","2021-12-17 15:00:54","Available","FA/Fixed Asset","",
"Fellowes 53C Paper Shredder","Fixed Asset","FA-Fixed Asset","NIL","53C140929VA005220 CRC46530","AATC","Level 2 Stationery area","","Disposed","","","","","","","","","2021-08-17 11:47:33","Available","FA/Fixed Asset","",
"0006 - LG 55"" TV","Fixed Asset","FA-Fixed Asset","NIL","507KCXM59914","AATC","Business Centre","","Retired","0006","Model 55LS35A-5B","","","","","","","2021-05-27 16:54:24","Available","FA/Fixed Asset","",
"0005 - LG 55"" TV","Fixed Asset","FA-Fixed Asset","NIL","509KCMR6Q107","AATC","Business Centre","","Retired","0005","Model 55LS35A-5B","","","","","","","2021-05-27 16:53:21","Available","FA/Fixed Asset","",
"0004 - LG 49"" TV","Fixed Asset","FA-Fixed Asset","NIL","512INKH31653","AATC","Business Centre","","Retired","0004","Model 49LX540S-TA","","","","","","","2021-05-27 16:52:00","Available","FA/Fixed Asset","",
"0003 - Dyson Cool AM 07 Tower Fan","Fixed Asset","FA-Fixed Asset","NIL","HSM2987212","AATC","A350D DBR","","Ready","0003","","","","","","","","2021-05-11 10:07:35","Available","FA/Fixed Asset","",
"0002 - Dyson Cool AM 07 Tower Fan","Fixed Asset","FA-Fixed Asset","NIL","HSM2987210","AATC","A350D BR","","Ready","0002","","","","","","","","2021-05-11 09:54:43","Available","FA/Fixed Asset","",
"L209","Lenovo Yoga 370","TB-Laptop","NIL","MP1E25CH","AATC","M01-13","2","Ready","2006","","M18183","2021-07-05","3200046","","","","2019-11-04 10:17:51","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/324160.jpg",
"FFIP001","Apple iPad Pro 11-inch WiFi 3G","FT-Ferry Flight Tablet","DEF","DMPY12LZKD86 / 85217865","AATC","M01-13","","Ready","2112.1","","35 869809 828434 1","2021/08/27","3200063","","","","2019-09-16 16:57:31","Checked-in","TB/FFIP","",
"FFIP002","Apple iPad Pro 11-inch WiFi 3G","FT-Ferry Flight Tablet","DEF","DMPY12VEKD86 / 85217866","AATC","M01-13","","Ready","2104","","35 869809 334716 8","2021/08/27","3200064","","","","2019-09-16 16:55:14","Available","TB/FFIP","",
"L208","Lenovo Yoga 370","TB-Laptop","INS F12A-1","MP1E25DL","AATC","Richard COWARD","7","Ready","2312","","M18183","2021/07/05","3200046","","","","2019-08-08 16:20:00","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/291965.jpg",
"L210","Lenovo Yoga 370","TB-Laptop","DEF","MP1E23PA","TLSE","TLSE","0","Ready","NIL","","","2021/07/05","3200046","","","","2018-10-26 11:14:24","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/157839.jpg",
"L207","Lenovo Yoga 370","TB-Laptop","INS F11B-1","MP1E23CJ","AATC","Jonathan Paul","7","Ready","2306.1","","M18183","2021/07/05","3200046","","","","2018-10-19 09:48:41","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/152360.jpg",
"L206","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25PQ","AATC","SIN24-5502519","9","Ready","2411","","M18185","2021/07/05","3200046","","","","2018-10-19 09:47:39","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/152359.jpg",
"L204","Lenovo Yoga 370","TB-Laptop","INS F12A-3","MP1E25DB","AATC","Chris AUNG","8","Ready","2407","","M18183","2021/07/05","","","","","2018-10-19 09:40:17","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/152358.jpg",
"L203","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E23P6","AATC","SIN24-5502519","12","Ready","2412","","M18183","2021/07/05","3200046","","","","2018-10-19 09:39:25","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/152357.jpg",
"L202","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E23P5","AATC","SIN24-5702659","13","Ready","2413","","M18183","2021/07/05","3200046","","","","2018-10-19 09:37:53","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/152356.jpg",
"L201","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25D8","AATC","SIN24-5702659","9","Ready","2413","","M18183","2021/07/05","3200046","","","","2018-10-19 09:37:14","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/152355.jpg",
"L200","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25CT","AATC","SIN24-5802232","9","Ready","2412","","M18184","2021/07/07","3200046","","","","2018-10-19 09:36:25","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/152354.jpg",
"L205","Lenovo Yoga 370","TB-Laptop","INS F11B-1","MP1E25DR","AATC","M01-13","8","Ready","2305","","M18183","2021/07/05","3200046","","","","2018-10-18 14:29:51","Checked-in","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/151985.jpg",
"L178","Lenovo Yoga 370","TB-Laptop","INS F12A-3","MP1E23P9","AATC","Peter NAYSADORAI","12","Ready","2413","","","2021/07/05","3200046","Repurposed and redeployed INST","","","2018-09-26 15:42:39","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/147668.jpg",
"L177","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25DA","AATC","M01-13","16","Ready","2413","","","2021/07/05","3200046","","","","2018-09-26 15:41:53","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/147667.jpg",
"L176","Lenovo Yoga 370","TB-Laptop","INS F12A-1","MP1E25CK","AATC","M01-13","16","Ready","2312","","","2021/07/05","3200046","","","","2018-09-26 15:34:00","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/147666.jpg",
"L175","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25CW","AATC","SIN24-5802231","16","Ready","2412","","","2021/07/05","3200046","","","","2018-09-26 15:32:40","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/147665.jpg",
"L174","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25D4","AATC","SIN24-2502386","14","Ready","2412","","","2021/07/05","3200046","","","","2018-09-26 15:30:59","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/147664.jpg",
"L173","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25E2","AATC","SIN24-2502385","14","Ready","2412","","","2021/07/05","3200046","","","","2018-09-26 15:30:10","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/147663.jpg",
"L172","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25CV","AATC","SIN24-5502510","15","Ready","2411","","","2021/07/05","3200046","","","","2018-09-26 15:28:59","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/147662.jpg",
"L171","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25D5","AATC","M01-13","13","Ready","2413","","","2021/07/05","3200046","","","","2018-09-26 15:21:58","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/147661.jpg",
"L170","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25CC","AATC","SIN25-5600458","14","Ready","2413","","","2021/07/05","3200046","","","","2018-09-26 15:15:18","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/147660.jpg",
"L169","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25DE","AATC","SIN24-2502629","14","Ready","2412","","","2021/07/10","3200046","SSD replaced","","","2018-09-26 15:13:03","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/147659.jpg",
"L198","Lenovo Yoga 370","TB-Laptop","NIL","MP1E25E7","AATC","M01-13","9","Retired","2302","BER PARTIAL","","2021/07/05","3200046","Physical damage","","","2018-09-26 14:05:15","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/147650.jpg",
"L185","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25CF","AATC","M01-13","13","Ready","2413","","M18183","2021/07/05","3200046","","","","2018-09-26 14:04:13","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/147649.jpg",
"L179","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25CG","AATC","SIN24-2502386","13","Ready","2412","","M18183","2021/07/05","","","","","2018-09-24 10:35:41","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/143694.jpg",
"L180","Lenovo Yoga 370","TB-Laptop","TRN F12A-1","MP1E23P7","AATC","M01-13","13","Ready","2403.1","","M18183","2021/07/05","","","","","2018-09-24 09:46:32","Checked-in","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/143693.jpg",
"L199","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25CU","AATC","M01-13","9","Ready","2413","","","2021/07/05","3200046","","","","2018-09-24 09:32:53","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/143692.jpg",
"L197","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25DN","AATC","M01-13","13","Ready","2413","","","2021/07/05","3200046","","","","2018-09-24 09:31:33","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/143691.jpg",
"L196","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25PR","AATC","SIN24-5802232","14","Ready","2412","","","2021/07/06","3200046","","","","2018-09-24 09:30:36","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/143690.jpg",
"L195","Lenovo Yoga 370","TB-Laptop","TRN F10A-1","MP1E23PB","AATC","M01-13","8","Ready","2413","","","2021/07/05","3200046","","","","2018-09-24 09:29:50","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/143689.jpg",
"L194","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25CN","AATC","SIN24-5802231","12","Ready","2412","","","2021/07/05","3200046","","","","2018-09-24 09:28:29","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/143688.jpg",
"L193","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25Q7","AATC","M01-13","13","Ready","2413","","","2021/07/06","3200046","","","","2018-09-24 09:27:18","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/143687.jpg",
"L192","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25Q4","AATC","M01-13","13","Ready","2413","","","2021/07/06","3200046","","","","2018-09-24 09:26:32","Checked-in","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/143686.jpg",
"L191","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25E5","AATC","M01-13","15","Ready","2413","","","2021/07/05","3200046","","","","2018-09-24 09:22:57","Checked-in","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/143685.jpg",
"L190","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25CP","AATC","M01-13","14","Ready","2413","","","2021/07/05","3200046","","","","2018-09-24 09:21:41","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/143684.jpg",
"L189","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25DC","AATC","SIN24-2502415","13","Ready","2412","","","2021/07/05","3200046","","","","2018-09-24 09:20:41","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/143683.jpg",
"L188","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25D2","AATC","M01-13","13","Ready","2413","","","2021/07/05","3200046","","","","2018-09-24 09:19:55","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/143682.jpg",
"L187","Lenovo Yoga 370","TB-Laptop","TRN F12A-1","MP1E23P4","AATC","M01-13","12","Ready","2409","","","2021/07/05","3200046","","","","2018-09-24 09:17:12","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/143681.jpg",
"L186","Lenovo Yoga 370","TB-Laptop","TRN F12A-1","MP1E25DX","AATC","M01-13","9","Ready","2409","","","2021/07/05","3200046","","","","2018-09-24 09:05:58","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/143680.jpg",
"L184","Lenovo Yoga 370","TB-Laptop","TRN F12A-1","MP1E25DS","AATC","M01-13","13","Ready","2409","","M18183","2021/07/05","3200046","","","","2018-09-24 09:03:45","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/143679.jpg",
"L183","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25DM","AATC","SIN24-2502415","15","Ready","2412","","M18183","2021/07/05","3200046","","","","2018-09-24 09:02:48","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/143678.jpg",
"L182","Lenovo Yoga 370","TB-Laptop","TRN F11B-1","MP1E23P2","AATC","M01-13","11","Ready","2413","","","2021/07/05","3200046","","","","2018-09-24 09:00:58","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/143677.jpg",
"L181","Lenovo Yoga 370","TB-Laptop","TRN F11B-1","MP1E25DH","AATC","M01-13","12","Ready","2413","","","2021/07/05","3200046","","","","2018-09-24 08:59:51","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/143676.jpg",
"L168","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E23P3","AATC","SIN25-5600458","15","Ready","2413","","","2021/07/06","3200046","","","","2018-09-13 16:15:08","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/141968.jpg",
"L166","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E23NT","AATC","M01-13","15","Ready","2413","","","2021/07/05","3200046","","","","2018-09-13 16:12:03","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/141967.jpg",
"L167","Lenovo Yoga 370","TB-Laptop","TRN F11B-1","MP1E25D6","AATC","M01-13","14","Ready","2413","","","2021/07/05","3200046","","","","2018-09-13 16:09:45","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/141965.jpg",
"L165","Lenovo Yoga 370","TB-Laptop","TRN F12A-1","MP1E25D4","AATC","M01-13","15","Ready","2409","","","2021/07/05","3200046","","","","2018-09-13 16:08:38","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/141964.jpg",
"L164","Lenovo Yoga 370","TB-Laptop","INS F12A-1","MP1E25CE","AATC","CSO INST","17","Ready","2413","Missing Stylus","","2021/07/05","3200046","","","","2018-09-13 11:32:20","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/141948.jpg",
"L162","Lenovo Yoga 370","TB-Laptop","INS F12A-1","MP1E25DT","AATC","CSO INST","17","Ready","2412","","M18183","2021/07/05","3200046","","","","2018-09-06 10:53:51","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/139639.jpg",
"L161","Lenovo Yoga 370","TB-Laptop","INS F10C-1","MP1E25E0","AATC","Patric FAN","5","Ready","2207","","M18183","2021/07/05","3200046","","","","2018-09-06 10:52:34","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/139638.jpg",
"L163","Lenovo Yoga 370","TB-Laptop","INS F10D-1","MP1E25E4","AATC","A350 Locker","6","Ready","2210","","M18183","2021/07/05","3200046","","","","2018-09-06 10:46:52","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/139637.jpg",
"L160","Lenovo Yoga 370","TB-Laptop","INS F10D-1","MP1E25DV","AATC","A350 Locker","7","Ready","2308.1","","M18183","2021/07/05","3200046","","","","2018-09-06 10:45:26","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/139636.jpg",
"L159","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25CL","AATC","SIN24-2502385","14","Ready","2412","","M18183","2021/07/06","3200046","","","","2018-09-06 10:06:56","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/139635.jpg",
"L158","Lenovo Yoga 370","TB-Laptop","INS F12A-1","MP1E25E1","AATC","CSO","17","Ready","2413","","M18183","2021/07/05","3200046","FSA update issue fixed on 25/3/20. Imaged with F06A.build0","","","2018-09-06 10:05:59","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/139634.jpg",
"L157","Lenovo Yoga 370","TB-Laptop","INS F10D-1","MP1E23P0","SIA","A350 Locker","7","Ready","2413","","M18183","2021/07/05","3200046","","","","2018-09-06 10:03:55","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/139633.jpg",
"L156","Lenovo Yoga 370","TB-Laptop","INS F10D-1","MP1E23NY","SIA","A350 Locker","9","Ready","2413","","M18183","2021/07/05","3200046","","","","2018-09-05 14:39:58","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/139354.jpg",
"L155","Lenovo Yoga 370","TB-Laptop","INS F12A-3","MP1E23P1","AATC","Scoot Locker","10","Ready","2409","","M18183","2021/07/05","3200046","","","","2018-08-30 10:31:22","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/138215.jpg",
"L154","Lenovo Yoga 370","TB-Laptop","INS F11B-1","MP1E25D0","AATC","Scoot (Abhishek)","8","Ready","2302","","M18192","2021/07/05","3200046","","","","2018-08-30 10:30:34","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/138214.jpg",
"L153","Lenovo Yoga 370","TB-Laptop","INS F12A-1","MP1E25CQ","AATC","Capt Hong SY","14","Ready","2312","","M18183","2021/07/05","3200046","","","","2018-08-20 07:39:58","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/135723.jpg",
"L152","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25PT","AATC","SIN24-2502382","12","Ready","2412","","M18184","2021/07/05","3200046","","1.40399","103.85771","2018-08-20 07:35:18","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/135722.jpg",
"L151","Lenovo Yoga 370","TB-Laptop","INS F10D-1","MP1E25DQ","SIA","SIA A380 Locker / Capt. Jeff Quek","10","Ready","2413","Replacement for L049","M18183","2021/07/05","3200046","","","","2018-08-20 07:34:08","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/135721.jpg",
"L150","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E23PC","AATC","SIN24-2502382","16","Ready","2412","","M18183","2021/07/05","3200046","","","","2018-08-20 07:33:16","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/135720.jpg",
"L149","Lenovo Yoga 370","TB-Laptop","TRN F12A-1","MP1E25DW","AATC","M01-13","11","TOG","2401","","M18183","2021/07/05","3200046","","","","2018-08-20 07:32:15","Checked-in","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/135719.jpg",
"L148","Lenovo Yoga 370","TB-Laptop","TRN F12A-1","MP1E23NZ","AATC","M01-13","9","Ready","2404","","M18183","2021/07/05","3200046","IGCC issue. Workaround completed.","","","2018-08-03 09:19:50","Checked-in","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/133800.jpg",
"L147","Lenovo Yoga 370","TB-Laptop","TRN F12A-1","MP1E23PD","AATC","M01-13","13","TOG","2402","","M18183","2021/07/5","3200046","","","","2018-08-03 09:19:04","Checked-in","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/133799.jpg",
"L146","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25CY","AATC","M01-13","15","Ready","2413","","M18184","2021/07/05","3200046","","","","2018-08-03 09:18:15","Checked-in","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/133798.jpg",
"L145","Lenovo Yoga 370","TB-Laptop","INS F10D-1","MP1E23NU","AATC","Joseph","10","Ready","2209","","M18183","2021/07/05","3200046","","","","2018-08-03 09:17:28","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/133797.jpg",
"L144","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E23P8","AATC","SIN25-5600465","12","Ready","2413","","M18183","2021/07/05","3200046","","","","2018-08-03 09:15:52","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/133796.jpg",
"L143","Lenovo Yoga 370","TB-Laptop","INS F10D-1","MP1E25DJ","SIA","A350 Locker","9","Ready","2413","","M18191","2021/07/05","3200046","","","","2018-08-03 09:14:15","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/133795.jpg",
"L142","Lenovo Yoga 370","TB-Laptop","INS F12A-1","MP1E25D1","AATC","GSI Wong Chee Woh","15","Ready","2312","","M18184","2021-07-05","3200046","","","","2018-08-03 09:12:27","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/133794.jpg",
"L141","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1E25DP","AATC","M01-13","9","Ready","2411","","M18183","2021-03-21","3200045","","","","2018-08-03 09:11:40","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/133793.jpg",
"L012","Lenovo Yoga 370","TB-Laptop","INS F10E-1","MP1C9GGB","AATC","Chan TW","14","Ready","2213","","M17272","2020/11/20","3200036","","","","2018-07-20 16:27:23","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131120.jpg",
"L140","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXDYE","AATC","M01-13","16","TOG","2409","","M18016","2021-03-21","3200045","","","","2018-07-20 10:33:13","Checked-in","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131116.jpg",
"L139","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXFN3","AATC","SIN24-3502407","14","Ready","2412","","M18033","2021-03-21","3200045","","","","2018-07-20 10:32:45","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131115.jpg",
"L138","Lenovo Yoga 370","TB-Laptop","TRN F12A-1","MP1CXHC7","AATC","M01-13","13","Ready","2410","","M18016","2021-03-21","3200045","Missing AC adapter returned  2020/8/5 - USB-C charger issued. No follow up, case closed.","","","2018-07-20 10:32:16","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131114.jpg",
"L137","Lenovo Yoga 370","TB-Laptop","TRN F12A-1","MP1CXFLP","AATC","M01-13","13","TOG","2404","","M18016","2021-03-21","3200045","","","","2018-07-20 10:31:49","Checked-in","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131113.jpg",
"L136","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXFKQ","AATC","SIN24-5802226","14","Ready","2410","","M18016","2021-03-21","","","","","2018-07-20 10:31:21","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131112.jpg",
"L135","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXH8T","AATC","SIN24-5802226","9","Ready","2410","","M18016","2021/03/21","3200045","","","","2018-07-20 10:30:53","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131111.jpg",
"L134","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXE08","AATC","SIN24-3502407","15","Ready","2412","","M18022","2021-03-21","3200045","","","","2018-07-20 10:28:44","Checked-out","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131110.jpg",
"L133","Lenovo Yoga 370","TB-Laptop","TRN F11B-1","MP1CXHAR","AATC","M01-13","13","Ready","2413","","M18022","2021-03-21","3200045","","","","2018-07-20 10:28:10","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131109.jpg",
"L132","Lenovo Yoga 370","TB-Laptop","NIL","MP1CXHCB","AATC","M01-13","8","Retired","2303","BER","M18022","2021/03/21","3200045","MISSING AC CHARGER x2 (from L019)  Physical and keyboard damage","","","2018-07-20 10:24:13","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131108.jpg",
"L131","Lenovo Yoga 370","TB-Laptop","TRN F12A-3","MP1CXH7R","AATC","M01-13","5","Ready","2413","","M18021","2021/03/21","3200045","","","","2018-07-20 10:23:29","Available","TB/Laptops","https://storage.ventipix.com/asset_manager_assets/131107.jpg",
